vehicleID,registrationDate,kilometers,colour,aestheticGrade,mechanicalGrade,saleDate,make,model,doorNumber,type,fuel,transmission,yearIntroduced,cylinder,cubeCapacity,powerKW,powerHP,targetPrice
V_1231266,21/06/2011,296025,Grey,Bad,Bad,20/04/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2006,15,1461,78,105,2400
V_1231267,21/06/2011,69089,Black,Bad,Medium,13/06/2022,PEUGEOT,107,5,Hatchback,Petrol,Manual,2009,10,998,50,68,4300
V_1231268,21/06/2010,158769,Black,Bad,Good,22/05/2022,TOYOTA,Yaris,5,Hatchback,Petrol,Manual,2005,10,998,51,69,4300
V_1231269,21/06/2010,91147,Grey,Bad,Good,10/10/2022,HONDA,Civic,5,Hatchback,Petrol,Manual,2006,18,1799,103,140,4700
V_1231270,21/06/2010,124278,Black,Medium,Bad,21/09/2022,RENAULT,Laguna,5,Hatchback,Diesel,Manual,2007,20,1995,110,150,4700
V_1231271,21/06/2010,231972,Black,Medium,Bad,15/10/2022,OPEL,Astra H,5,Hatchback,Diesel,Manual,2007,12,1248,66,90,2700
V_1231272,21/06/2010,231972,Black,Medium,Bad,12/11/2022,OPEL,Astra H,5,Hatchback,Diesel,Manual,2007,12,1248,66,90,2800
V_1231273,21/06/2010,235681,Black,Good,Bad,08/06/2022,BMW,Serie-3,5,Estate,Diesel,Manual,2008,20,1995,130,177,7900
V_1231274,21/06/2010,140304,Black,Bad,Good,02/11/2022,RENAULT,Twingo,3,Hatchback,Petrol,Manual,2007,11,1149,55,75,2800
V_1231275,21/06/2009,49064,Black,Medium,Very Good,02/05/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,2005,11,1149,55,75,5100
V_1231276,21/06/2009,126400,Black,Very Bad,Good,26/09/2022,SMART,Fortwo,3,Coupe,Petrol,Automatic,2007,10,999,52,71,2900
V_1231277,21/06/2009,249339,Grey,Bad,Bad,09/07/2022,FIAT,Croma,5,Estate,Diesel,Manual,2005,19,1910,110,150,1800
V_1231278,21/06/2008,170004,Black,Very Bad,Bad,16/05/2022,CITROEN,C4,5,Hatchback,Petrol,Manual,2004,14,1360,65,89,2800
V_1231279,21/06/2008,165444,Grey,Bad,Very Bad,10/12/2022,HONDA,Jazz,5,Hatchback,Petrol,Manual,2004,13,1339,61,83,2350
V_1231280,21/06/2008,165444,Grey,Bad,Very Bad,13/12/2022,HONDA,Jazz,5,Hatchback,Petrol,Manual,2004,13,1339,61,83,2400
V_1231281,21/06/2005,78891,Grey,Very Bad,Medium,03/09/2022,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,44,60,750
V_1231282,21/06/2005,78891,Grey,Very Bad,Medium,06/08/2022,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,44,60,650
V_1231283,21/06/2005,202616,Grey,Very Bad,Bad,28/09/2022,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2002,15,1461,59,80,1700
V_1231284,21/06/2004,162429,Blue,Bad,Medium,28/09/2022,PEUGEOT,307,5,Hatchback,Petrol,Manual,2001,14,1360,55,75,1100
V_1231285,21/06/2003,159503,Grey,Bad,Medium,19/04/2022,MITSUBISHI,Space Star,5,Estate,Petrol,Manual,1998,13,1299,63,86,1100
V_1231286,21/06/2003,201402,Grey,Very Bad,Very Good,15/11/2022,HONDA,Civic,4,Sedan,Petrol,Manual,2000,14,1396,66,90,1800
V_1231287,21/06/2003,166251,Orange,Very Bad,Bad,18/05/2022,FIAT,Punto,3,Hatchback,Petrol,Manual,1999,12,1242,44,60,400
V_1231288,21/06/2003,166256,Orange,Very Bad,Very Bad,22/06/2022,FIAT,Punto,3,Hatchback,Petrol,Manual,1999,12,1242,44,60,600
V_1231289,22/05/2022,22003,Grey,Very Good,Very Good,07/10/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,21100
V_1231290,22/05/2021,19660,Grey,Very Good,Very Good,07/10/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,21100
V_1231291,22/05/2021,27000,Grey,Very Good,Very Good,04/11/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,21100
V_1231292,22/05/2021,19962,Grey,Very Good,Very Good,07/10/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,21100
V_1231293,22/05/2021,19344,Grey,Very Good,Very Good,07/10/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,21100
V_1231294,22/05/2021,21222,Grey,Very Good,Very Good,07/10/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,110,150,21100
V_1231295,22/05/2018,68125,Grey,Very Good,Good,01/06/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2014,10,999,55,75,8100
V_1231296,22/05/2018,63517,Grey,Good,Very Good,07/12/2022,RENAULT,Captur,5,Hatchback,Petrol,Manual,2013,9,898,66,90,11000
V_1231297,22/05/2018,250928,Grey,Very Bad,Very Bad,13/06/2022,VOLKSWAGEN,Jetta,4,Sedan,Diesel,Manual,2015,20,1968,81,110,6500
V_1231298,22/05/2018,76904,Black,Very Good,Good,04/10/2022,BMW,Serie-1,5,Hatchback,Diesel,Manual,2017,15,1496,70,95,15300
V_1231299,22/05/2017,224278,Grey,Bad,Good,14/11/2022,MERCEDES-BENZ,Classe E,5,Estate,Diesel,Manual,2009,21,2143,150,204,13400
V_1231300,22/05/2017,80634,Grey,Bad,Very Good,09/05/2022,PEUGEOT,208,5,Hatchback,Diesel,Manual,2012,14,1398,50,68,9800
V_1231301,22/05/2017,89245,Grey,Bad,Very Good,25/04/2022,PEUGEOT,2008,5,Hatchback,Diesel,Manual,2013,14,1398,50,68,10100
V_1231302,22/05/2017,145645,White,Bad,Good,13/06/2022,SEAT,Ibiza,5,Hatchback,Petrol,Manual,2012,12,1197,77,105,8600
V_1231303,22/05/2017,110869,Black,Medium,Good,01/06/2022,AUDI,A3,5,Estate,Diesel,Automatic,2012,16,1598,81,110,15700
V_1231304,22/05/2016,149473,Grey,Medium,Good,29/11/2022,PEUGEOT,308,5,Hatchback,Diesel,Manual,2017,16,1560,88,120,7800
V_1231305,22/05/2016,176183,Grey,Medium,Medium,02/11/2022,CITROEN,C4,5,Hatchback,Diesel,Automatic,2010,16,1560,84,115,6800
V_1231306,22/05/2016,176183,Grey,Medium,Medium,30/10/2022,CITROEN,C4,5,Hatchback,Diesel,Automatic,2010,16,1560,84,115,6500
V_1231307,22/05/2015,235405,Grey,Bad,Good,01/10/2022,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2012,15,1461,66,90,5300
V_1231308,22/05/2015,169482,Grey,Good,Medium,02/11/2022,BMW,Serie-3,5,Estate,Diesel,Automatic,2012,20,1995,135,184,13800
V_1231309,22/05/2015,87362,Black,Bad,Bad,21/11/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2013,16,1598,96,130,11800
V_1231310,22/05/2015,72510,White,Medium,Medium,30/11/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2012,16,1560,84,115,11800
V_1231311,22/05/2013,146656,Grey,Good,Good,16/11/2022,BMW,Serie-5,5,Hatchback,Diesel,Automatic,2009,30,2993,220,299,18100
V_1231312,22/05/2013,142388,Grey,Bad,Good,03/10/2022,PEUGEOT,107,5,Hatchback,Petrol,Manual,2009,10,998,50,68,3900
V_1231313,22/05/2013,220090,Grey,Medium,Medium,21/11/2022,PEUGEOT,207,5,Hatchback,Diesel,Manual,2011,14,1398,50,70,3100
V_1231314,22/05/2013,185014,Black,Bad,Medium,07/05/2022,KIA,Ceed,5,Estate,Diesel,Manual,2009,16,1582,66,90,3800
V_1231315,22/05/2013,147495,Grey,Bad,Good,19/12/2022,FIAT,Punto Evo,3,Hatchback,Petrol,Manual,2009,12,1242,51,69,3400
V_1231316,22/05/2013,138416,Grey,Very Good,Good,13/08/2022,FORD,Fiesta,5,Hatchback,Diesel,Manual,2008,14,1399,51,70,5300
V_1231317,22/05/2013,134089,Black,Bad,Very Good,24/10/2022,RENAULT,Clio,5,Hatchback,Diesel,Manual,2009,15,1461,63,85,4500
V_1231318,22/05/2013,399338,Black,Bad,Bad,08/06/2022,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2008,15,1461,66,90,2800
V_1231319,22/05/2013,136513,Black,Medium,Good,31/07/2022,RENAULT,Laguna,5,Estate,Diesel,Manual,2010,15,1461,81,110,5000
V_1231320,22/05/2013,136513,Black,Medium,Good,13/08/2022,RENAULT,Laguna,5,Estate,Diesel,Manual,2010,15,1461,81,110,5200
V_1231321,22/05/2013,136513,Black,Medium,Good,30/07/2022,RENAULT,Laguna,5,Estate,Diesel,Manual,2010,15,1461,81,110,4900
V_1231322,22/05/2013,136513,Black,Medium,Good,16/07/2022,RENAULT,Laguna,5,Estate,Diesel,Manual,2010,15,1461,81,110,4300
V_1231323,22/05/2013,153921,Black,Very Bad,Medium,12/07/2022,VOLKSWAGEN,Passat,5,Estate,Diesel,Manual,2010,20,1968,103,140,5600
V_1231324,22/05/2013,153921,Black,Very Bad,Medium,18/07/2022,VOLKSWAGEN,Passat,5,Estate,Diesel,Manual,2010,20,1968,103,140,6300
V_1231325,22/05/2012,162116,Black,Medium,Bad,20/06/2022,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2008,12,1248,55,75,3100
V_1231326,22/05/2012,195332,Blue,Very Bad,Medium,04/09/2022,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2008,15,1461,81,110,3800
V_1231327,22/05/2012,195338,Blue,Very Bad,Bad,14/11/2022,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2008,15,1461,81,110,3800
V_1231328,22/05/2012,160671,Black,Very Good,Good,18/04/2022,VOLKSWAGEN,Passat,4,Sedan,Diesel,Manual,2005,20,1968,103,140,7800
V_1231329,22/05/2012,136999,Black,Very Bad,Medium,02/05/2022,BMW,Serie-5,5,Estate,Diesel,Automatic,2007,20,1995,130,177,11400
V_1231330,22/05/2011,299415,Grey,Bad,Bad,22/06/2022,TOYOTA,Avensis,5,Estate,Diesel,Automatic,2009,22,2231,110,150,6200
V_1231331,22/05/2011,299415,Grey,Bad,Bad,29/06/2022,TOYOTA,Avensis,5,Estate,Diesel,Automatic,2009,22,2231,110,150,6300
V_1231332,22/05/2011,159817,Grey,Bad,Good,02/08/2022,TOYOTA,Avensis,5,Estate,Diesel,Automatic,2009,22,2231,110,150,7300
V_1231333,22/05/2011,70973,Green,Bad,Good,23/08/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2008,12,1242,60,82,4300
V_1231334,22/05/2011,173355,Blue,Bad,Medium,26/09/2022,CITROEN,C5,5,Estate,Diesel,Manual,2008,20,1997,100,138,4900
V_1231335,22/05/2011,99035,Grey,Good,Very Good,19/06/2022,HONDA,Civic,5,Hatchback,Petrol,Manual,2009,13,1339,73,100,5400
V_1231336,22/05/2010,124889,Grey,Bad,Good,14/12/2022,HYUNDAI,i30,5,Hatchback,Petrol,Manual,2007,14,1396,80,109,3500
V_1231337,22/05/2010,133030,Blue,Good,Bad,20/04/2022,RENAULT,Twingo,3,Hatchback,Petrol,Manual,2007,11,1149,55,75,3200
V_1231338,22/05/2010,284287,Black,Very Bad,Medium,17/12/2022,MITSUBISHI,Lancer,4,Sedan,Diesel,Manual,2008,20,1968,103,140,2900
V_1231339,22/05/2010,193372,Grey,Bad,Very Bad,06/06/2022,PEUGEOT,308,5,Hatchback,Diesel,Automatic,2007,16,1560,80,110,3800
V_1231340,22/05/2010,136455,Black,Very Bad,Good,26/11/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2008,12,1198,51,70,1900
V_1231341,22/05/2010,136455,Black,Very Bad,Good,03/12/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2008,12,1198,51,70,1900
V_1231342,22/05/2010,136455,Black,Very Bad,Good,05/12/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2008,12,1198,51,70,2100
V_1231343,22/05/2007,145422,Blue,Bad,Medium,23/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,12,1242,55,75,1000
V_1231344,22/05/2007,145422,Blue,Bad,Medium,05/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,12,1242,55,75,1400
V_1231345,22/05/2007,145422,Blue,Bad,Medium,30/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,12,1242,55,75,1200
V_1231346,22/05/2007,145422,Blue,Bad,Medium,16/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,12,1242,55,75,1200
V_1231347,22/05/2007,145422,Blue,Bad,Medium,26/07/2022,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,12,1242,55,75,1100
V_1231348,22/05/2007,263700,Grey,Very Bad,Very Bad,05/10/2022,PEUGEOT,206,5,Estate,Diesel,Manual,2003,14,1398,50,68,1400
V_1231349,22/05/2007,220201,Grey,Bad,Bad,12/11/2022,PEUGEOT,206,5,Estate,Diesel,Manual,2003,14,1398,50,68,1800
V_1231350,22/05/2007,162097,Red,Bad,Bad,15/10/2022,SUZUKI,Ignis,5,Hatchback,Diesel,Manual,2003,12,1248,51,70,1800
V_1231351,22/05/2007,244487,Grey,Very Bad,Bad,17/10/2022,VOLKSWAGEN,Polo,5,Hatchback,Diesel,Manual,2001,14,1422,55,75,2000
V_1231352,22/05/2006,185601,Grey,Very Bad,Bad,31/10/2022,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2002,15,1461,59,80,1500
V_1231353,22/05/2005,225475,Grey,Very Bad,Bad,20/11/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2001,12,1198,47,65,800
V_1231354,22/05/2005,225475,Grey,Very Bad,Bad,19/11/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2001,12,1198,47,65,600
V_1231355,22/05/2005,225475,Grey,Very Bad,Bad,14/11/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2001,12,1198,47,65,700
V_1231356,22/05/2004,181080,Grey,Very Bad,Bad,19/11/2022,VOLKSWAGEN,Lupo,3,Hatchback,Petrol,Manual,1998,10,999,37,50,900
V_1231357,22/05/2004,292507,Grey,Very Bad,Very Bad,20/06/2022,RENAULT,Clio,5,Hatchback,Diesel,Manual,2001,15,1461,48,65,900
V_1231358,22/05/2004,253125,Grey,Very Bad,Bad,14/12/2022,FIAT,Stilo,3,Hatchback,Diesel,Manual,2001,19,1910,85,115,1300
V_1231359,22/05/2001,133362,White,Very Bad,Medium,11/12/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,1998,11,1149,43,60,450
V_1231360,22/05/2001,133362,White,Very Bad,Medium,17/12/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,1998,11,1149,43,60,500
V_1231361,22/05/2001,133362,White,Very Bad,Medium,10/12/2022,RENAULT,Clio,5,Hatchback,Petrol,Manual,1998,11,1149,43,60,500
V_1231362,22/05/1999,222520,Grey,Medium,Bad,17/12/2022,PEUGEOT,106,3,Hatchback,Petrol,Manual,1996,16,1587,87,120,1900
V_1231363,21/04/2020,20123,Black,Very Good,Very Good,02/05/2022,BMW,Serie-3,5,Estate,Diesel,Automatic,2012,20,1995,105,143,24900
V_1231364,21/04/2020,30470,Black,Bad,Good,23/07/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2017,10,999,70,95,8700
V_1231365,21/04/2020,25634,Grey,Very Good,Very Good,23/11/2022,CITROEN,C3,5,Hatchback,Petrol,Manual,2017,12,1199,61,82,13300
V_1231366,21/04/2018,82349,Blue,Medium,Very Good,26/11/2022,MINI,Mini,5,Hatchback,Diesel,Automatic,2014,15,1496,85,116,13700
V_1231367,21/04/2018,69695,Grey,Bad,Good,31/10/2022,VOLKSWAGEN,Golf,5,Hatchback,Diesel,Manual,2012,16,1598,66,90,12400
V_1231368,21/04/2018,85763,Black,Bad,Very Good,07/09/2022,AUDI,A6,4,Sedan,Diesel,Automatic,2014,20,1968,110,150,20000
V_1231369,21/04/2018,51120,Black,Very Good,Medium,13/09/2022,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,88,120,13100
V_1231370,21/04/2018,74168,Grey,Medium,Good,23/05/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Automatic,2015,15,1461,80,109,15400
V_1231371,21/04/2014,104813,Grey,Bad,Good,18/06/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2010,14,1364,66,90,8100
V_1231372,21/04/2014,104813,Grey,Bad,Good,13/08/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2010,14,1364,66,90,6800
V_1231373,21/04/2014,104813,Grey,Bad,Good,06/06/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2010,14,1364,66,90,8500
V_1231374,21/04/2014,104813,Grey,Bad,Good,28/05/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2010,14,1364,66,90,8300
V_1231375,21/04/2014,104813,Grey,Bad,Good,11/06/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2010,14,1364,66,90,8200
V_1231376,21/04/2014,104813,Grey,Bad,Good,23/08/2022,TOYOTA,Auris,5,Hatchback,Diesel,Manual,2010,14,1364,66,90,8000
V_1231377,21/04/2014,153529,Black,Bad,Good,21/09/2022,BMW,Serie-5,5,Estate,Diesel,Automatic,2010,20,1995,135,184,12500
V_1231378,21/04/2013,203621,Black,Very Bad,Good,19/12/2022,FORD,Focus,5,Hatchback,Diesel,Manual,2008,16,1560,80,109,5300
V_1231379,21/04/2013,255172,Black,Bad,Bad,09/07/2022,VOLVO,V60,5,Estate,Diesel,Manual,2010,20,1984,120,163,5900
V_1231380,21/04/2013,255172,Black,Bad,Bad,22/06/2022,VOLVO,V60,5,Estate,Diesel,Manual,2010,20,1984,120,163,6900
V_1231381,21/04/2013,102311,Grey,Very Bad,Good,14/12/2022,SEAT,Ibiza,5,Hatchback,Petrol,Manual,2008,12,1198,51,70,5200
V_1231382,21/04/2013,131532,White,Bad,Good,14/12/2022,NISSAN,Note,5,Hatchback,Petrol,Manual,2009,14,1386,65,88,3900
V_1231383,21/04/2013,83152,Grey,Medium,Medium,18/12/2022,NISSAN,Micra,5,Hatchback,Petrol,Manual,2010,12,1198,59,80,3800
V_1231384,21/04/2013,161078,White,Very Bad,Medium,30/05/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2009,15,1461,81,109,9000
V_1231385,21/04/2013,171717,Black,Bad,Bad,14/11/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2009,15,1461,81,109,8800
V_1231386,21/04/2009,231719,Black,Bad,Medium,07/11/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Manual,1998,17,1689,66,90,1800
V_1231387,21/04/2009,103891,Black,Very Bad,Bad,11/05/2022,TOYOTA,Aygo,5,Hatchback,Petrol,Manual,2005,10,998,50,68,2600
V_1231388,21/04/2009,101380,Red,Very Bad,Medium,07/12/2022,PEUGEOT,107,5,Hatchback,Petrol,Manual,2005,10,998,50,68,2400
V_1231389,21/04/2009,239901,Black,Bad,Medium,12/10/2022,VOLKSWAGEN,Jetta,4,Sedan,Diesel,Manual,2005,19,1896,77,105,3800
V_1231390,21/04/2009,239901,Black,Bad,Medium,16/10/2022,VOLKSWAGEN,Jetta,4,Sedan,Diesel,Manual,2005,19,1896,77,105,4000
V_1231391,21/04/2008,180050,Red,Very Bad,Medium,18/09/2022,SMART,Forfour,5,Hatchback,Petrol,Manual,2004,11,1124,55,75,2300
V_1231392,21/04/2007,192637,Grey,Bad,Medium,05/12/2022,NISSAN,Almera,5,Hatchback,Diesel,Manual,2003,15,1461,60,82,2400
V_1231393,21/04/2006,276060,Grey,Very Good,Bad,16/07/2022,NISSAN,Primera,4,Sedan,Diesel,Manual,2003,19,1870,88,120,1500
V_1231394,21/04/2006,217021,Grey,Very Bad,Very Bad,29/05/2022,HYUNDAI,Getz,3,Hatchback,Diesel,Manual,2003,15,1493,60,82,1400
V_1231395,21/04/2003,208068,Grey,Bad,Bad,27/04/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2000,10,999,37,50,800
V_1231396,21/04/2003,337364,Grey,Bad,Bad,29/06/2022,FORD,Focus,5,Hatchback,Diesel,Manual,1999,18,1753,66,90,1300
V_1231397,21/04/2003,250288,Black,Medium,Bad,15/06/2022,FORD,Focus,5,Estate,Diesel,Manual,1999,18,1753,66,90,1400
V_1231398,21/04/2001,298632,Black,Very Bad,Bad,19/10/2022,BMW,Serie-3,4,Sedan,Diesel,Manual,1998,20,1951,100,136,1900
V_1231399,23/03/2018,83507,Grey,Very Good,Very Good,23/04/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2015,10,999,55,75,6300
V_1231400,23/03/2018,189750,Black,Medium,Very Good,21/12/2022,BMW,Serie-3,5,Estate,Diesel,Automatic,2015,20,1995,140,190,17300
V_1231401,23/03/2014,135121,White,Medium,Good,19/06/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2009,16,1598,96,130,11200
V_1231402,23/03/2014,329006,Black,Medium,Medium,13/04/2022,LEXUS,IS,4,Sedan,Diesel,Manual,2010,22,2231,110,150,7200
V_1231403,23/03/2014,151114,Black,Very Bad,Medium,05/12/2022,HONDA,Civic,5,Hatchback,Petrol,Manual,2012,13,1339,73,100,6600
V_1231404,23/03/2010,115991,Grey,Bad,Bad,16/05/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2007,15,1461,78,106,6800
V_1231405,23/03/2010,115991,Grey,Bad,Bad,30/05/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2007,15,1461,78,106,6900
V_1231406,23/03/2010,167022,Black,Very Bad,Bad,17/08/2022,SEAT,Ibiza,5,Hatchback,Petrol,Manual,2006,12,1198,51,70,1900
V_1231407,23/03/2010,236647,Black,Very Bad,Medium,12/10/2022,VOLKSWAGEN,Jetta,4,Sedan,Diesel,Manual,2005,19,1896,77,105,3900
V_1231408,23/03/2010,153696,Black,Very Bad,Bad,22/06/2022,FIAT,Bravo,5,Hatchback,Diesel,Manual,2007,16,1598,77,105,3300
V_1231409,23/03/2010,153696,Black,Very Bad,Bad,26/06/2022,FIAT,Bravo,5,Hatchback,Diesel,Manual,2007,16,1598,77,105,3200
V_1231410,23/03/2010,255643,Grey,Very Bad,Very Bad,01/11/2022,FIAT,Linea,4,Sedan,Diesel,Manual,2007,12,1248,66,90,2000
V_1231411,23/03/2010,131341,Grey,Very Bad,Bad,23/05/2022,FIAT,Linea,4,Sedan,Diesel,Manual,2007,12,1248,66,90,2600
V_1231412,23/03/2010,131341,Grey,Very Bad,Bad,14/08/2022,FIAT,Linea,4,Sedan,Diesel,Manual,2007,12,1248,66,90,2300
V_1231413,23/03/2010,131341,Grey,Very Bad,Bad,20/08/2022,FIAT,Linea,4,Sedan,Diesel,Manual,2007,12,1248,66,90,2400
V_1231414,23/03/2010,131341,Grey,Very Bad,Bad,28/08/2022,FIAT,Linea,4,Sedan,Diesel,Manual,2007,12,1248,66,90,2800
V_1231415,23/03/2010,143354,Grey,Bad,Bad,18/05/2022,RENAULT,Mégan,5,Estate,Diesel,Manual,2006,15,1461,78,105,3400
V_1231416,23/03/2002,94790,Grey,Very Bad,Bad,23/07/2022,FIAT,Punto,3,Hatchback,Petrol,Manual,1999,12,1242,44,60,600
V_1231417,23/03/2002,126624,Green,Very Bad,Medium,21/05/2022,FORD,Puma,3,Coupe,Petrol,Manual,1997,14,1388,66,90,900
V_1231418,21/02/2018,40862,White,Good,Very Good,15/06/2022,MAZDA,2,5,Hatchback,Diesel,Manual,2015,15,1499,77,105,10000
V_1231419,21/02/2018,116436,White,Medium,Very Good,20/09/2022,HYUNDAI,i20,5,Hatchback,Diesel,Manual,2015,11,1120,55,75,7100
V_1231420,21/02/2017,40483,Grey,Bad,Very Good,02/05/2022,OPEL,Corsa E,3,Hatchback,Petrol,Manual,2014,10,999,85,115,7600
V_1231421,21/02/2017,82100,Grey,Very Good,Good,23/05/2022,FORD,Focus,5,Estate,Diesel,Manual,2014,15,1499,88,120,10800
V_1231422,21/02/2017,130976,Blue,Bad,Good,05/12/2022,VOLVO,V60,5,Estate,Diesel,Manual,2013,20,1969,133,181,13300
V_1231423,21/02/2017,99475,Grey,Good,Very Good,24/04/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Diesel,Manual,2012,18,1796,100,136,15900
V_1231424,21/02/2016,78273,Grey,Bad,Very Good,15/06/2022,HYUNDAI,i30,5,Estate,Diesel,Manual,2015,14,1396,66,90,8200
V_1231425,21/02/2015,315882,Black,Medium,Bad,23/11/2022,CITROEN,C4,5,Hatchback,Diesel,Manual,2010,16,1560,84,115,4300
V_1231426,21/02/2012,111895,Grey,Medium,Good,04/07/2022,BMW,Serie-3,4,Sedan,Diesel,Manual,2008,20,1995,130,177,10800
V_1231427,21/02/2012,150537,Black,Bad,Good,16/04/2022,SEAT,Leon,5,Hatchback,Diesel,Manual,2009,19,1896,77,105,6300
V_1231428,21/02/2012,184553,Brown,Good,Bad,13/09/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2008,15,1461,78,106,5800
V_1231429,21/02/2012,184553,Brown,Good,Bad,16/05/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2008,15,1461,78,106,7800
V_1231430,21/02/2012,184553,Brown,Good,Bad,10/09/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2008,15,1461,78,106,5500
V_1231431,21/02/2012,184553,Brown,Good,Bad,01/10/2022,NISSAN,Qashqai,5,Estate,Diesel,Manual,2008,15,1461,78,106,6600
V_1231432,21/02/2011,202175,Grey,Medium,Bad,13/04/2022,VOLKSWAGEN,Passat,4,Sedan,Diesel,Manual,2005,20,1968,81,110,6400
V_1231433,21/02/2011,147360,Grey,Bad,Good,19/11/2022,SKODA,Fabia,5,Estate,Petrol,Manual,2008,12,1198,51,70,2100
V_1231434,21/02/2010,150338,Blue,Bad,Good,06/12/2022,MERCEDES-BENZ,Classe A,5,Hatchback,Petrol,Manual,2004,15,1498,70,95,3700
V_1231435,21/02/2010,549816,Black,Very Bad,Bad,24/08/2022,MERCEDES-BENZ,Classe S,4,Sedan,Diesel,Automatic,2006,30,2987,173,235,7900
V_1231436,21/02/2010,155087,Blue,Very Good,Medium,23/04/2022,FIAT,Croma,5,Estate,Diesel,Manual,2008,19,1910,110,150,4700
V_1231437,21/02/2010,152719,Red,Bad,Medium,22/11/2022,MINI,Mini,5,Estate,Diesel,Manual,2007,16,1560,81,110,6700
V_1231438,21/02/2010,152719,Red,Bad,Medium,28/11/2022,MINI,Mini,5,Estate,Diesel,Manual,2007,16,1560,81,110,6800
V_1231439,21/02/2009,242353,Grey,Bad,Very Bad,25/04/2022,MERCEDES-BENZ,Classe E,5,Estate,Diesel,Automatic,2003,30,2987,140,190,8200
V_1231440,21/02/2009,237075,Grey,Very Bad,Bad,24/10/2022,SKODA,Fabia,5,Estate,Diesel,Manual,2004,14,1422,59,80,1400
V_1231441,21/02/2009,141693,Black,Bad,Bad,27/04/2022,OPEL,Corsa D,5,Hatchback,Petrol,Manual,2006,12,1229,59,80,3700
V_1231442,21/02/2006,172513,Blue,Very Bad,Bad,27/04/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2001,12,1198,48,65,1500
V_1231443,21/02/2006,172513,Blue,Very Bad,Bad,30/04/2022,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2001,12,1198,48,65,1700
V_1231444,21/02/2005,177758,Grey,Very Bad,Very Bad,12/04/2022,OPEL,Corsa C,5,Hatchback,Petrol,Manual,2000,12,1199,55,75,900
